#freq (MHz)	Tsys (Average; K)	gain (Average; K/Jy)	SEFD (Jy)
3851.464843875	54.5993154831114	1.37263940763071	39.7768818085693
3850.000000125	54.4191976948745	1.36974106642894	39.7295511017649
3848.535156375	54.1180395146001	1.36334669641011	39.6949944259232
3847.070312625	53.4496962594218	1.35839554539472	39.3476675042323
3845.605468875	52.7267367392825	1.35738992629676	38.8442080774328
3844.140625125	51.9508833036781	1.3580317748697	38.2545418045632
3842.675781375	51.1857218176721	1.36170331038107	37.5894818110913
3841.210937625	50.3074049720826	1.36756191083241	36.7861992744894
3839.746093875	49.5444837280226	1.37721043908021	35.9745194504273
3838.281250125	48.7663564556302	1.38762951498068	35.1436431188257
3836.816406375	48.1416568001584	1.40143047655693	34.3517981130495
3835.351562625	47.621314230427	1.41788651422606	33.5861253722557
3833.886718875	47.1752556163793	1.43339476935931	32.9115583681566
3832.421875125	46.8397140436649	1.44912711484882	32.3227090044143
3830.957031375	46.7040879814025	1.46634790453623	31.8506186948682
3829.492187625	46.7192899809907	1.48301108258847	31.5029945018659
3828.027343875	46.9081728471979	1.50040701688831	31.2636320139855
3826.562500125	47.2683067666355	1.5177197556687	31.1442916850017
3825.097656375	47.7402380761134	1.53315272719261	31.1386055866278
3823.632812625	48.3186024889771	1.54680188829694	31.2377447005685
3822.167968875	48.9120576574413	1.55803605378261	31.39340552402
3820.703125125	49.5543309715881	1.56541571950609	31.6557003702653
3819.238281375	50.0997793224199	1.56693194187904	31.9731687021078
3817.773437625	50.4765106512966	1.56332680697769	32.2878814755826
3816.308593875	50.7052891820653	1.55389952134416	32.6309960750899
3814.843750125	50.8669461197688	1.5430450432364	32.9653021748995
3813.378906375	50.8771745117811	1.5298686566281	33.2559101014048
3811.914062625	50.7554158868172	1.51394485224078	33.5252739303512
3810.449218875	50.5834814558177	1.49786908941462	33.7702952903489
3808.984375125	50.5088592522422	1.48524206023184	34.0071565468312
3807.519531375	50.5839028678377	1.47586839608502	34.2739928587262
3806.054687625	50.6036326042656	1.46768375121596	34.4785670362168
3804.589843875	50.5987388670267	1.45796811229989	34.7049694984132
3803.125000125	50.5558549033743	1.45136331906987	34.8333558104347
3801.660156375	50.5692028630875	1.44440363468765	35.0104372826665
3800.195312625	50.4380471018284	1.43861862967472	35.0600541807475
3798.730468875	50.1628703528555	1.43197238419445	35.030612954924
3797.265625125	49.7757237293848	1.42060743337511	35.0383382206628
3795.800781375	49.5040518536431	1.41191861668992	35.0615476476255
3794.335937625	49.1882259599653	1.40277850008216	35.0648558964116
3792.871093875	48.9658659476906	1.39664307664495	35.0596847301299
3791.406250125	48.7831270305934	1.39163424979603	35.0545605195787
3789.941406375	48.6735942384549	1.38982299687948	35.0214339147791
3788.476562625	48.5847154555371	1.3918404835075	34.906812979819
3787.011718875	48.5755060189252	1.39753161048326	34.7580732017418
3785.546875125	48.6021701441982	1.40558391054955	34.5779215167566
3784.082031375	48.5879535959101	1.41430191011268	34.3547252877846
3782.617187625	48.5583197007087	1.42414652525942	34.0964351907985
3781.152343875	48.5205580899003	1.43562011130477	33.7976305206551
3779.687500125	48.5276532351022	1.44973500538318	33.4734644986211
3778.222656375	48.6872021023161	1.46809645267672	33.1634900510431
3776.757812625	48.846192051703	1.48779400092063	32.8312871415515
3775.292968875	49.0210002153999	1.50942673630725	32.4765681144139
3773.828125125	49.1390251123351	1.53237573698011	32.0672168884471
3772.363281375	49.2586965798055	1.55800293462653	31.6165621290138
3770.898437625	49.2843593030596	1.58216114002147	31.1500251500241
3769.433593875	49.3651572672367	1.61117518336544	30.6392239508818
3767.968750125	49.3949713348691	1.63965010894112	30.1253121416057
3766.503906375	49.3794508168645	1.66706654471362	29.6205637222162
3765.039062625	49.3999423385808	1.69713738491418	29.107803986699
3763.574218875	49.4039405254362	1.72465562972815	28.6456842014446
3762.109375125	49.4397935657248	1.75074391254575	28.2393062808567
3760.644531375	49.5308230304496	1.77392351571254	27.9216226583221
3759.179687625	49.7343596081465	1.79520836713422	27.7039481982473
3757.714843875	50.0041083346053	1.81220567783167	27.5929542359871
3756.250000125	50.2548832740074	1.8225651388452	27.5737103727604
3754.785156375	50.6411262089184	1.82988160377527	27.6745370325815
3753.320312625	51.0974426111581	1.83111542505455	27.9050910237599
3751.855468875	51.6115275792728	1.82655650463234	28.2561899664098
3750.390625125	52.0126950188795	1.81684533163534	28.6280257946134
3748.925781375	52.3564013823906	1.80661750598029	28.9803465365966
3747.460937625	52.7116639091429	1.7933665427014	29.3925768402826
3745.996093875	53.0797827867269	1.77586983355173	29.8894557381875
3744.531250125	53.3917961268812	1.75623847234079	30.4012222529884
3743.066406375	53.672241260299	1.73497349905864	30.9354818903115
3741.601562625	53.7962200478566	1.7130333826499	31.4040698755321
3740.136718875	53.9639504522197	1.69206905702253	31.8922860909578
3738.671875125	54.0535497763349	1.67042739837126	32.3591134993592
3737.207031375	54.1361381649706	1.64878052862074	32.8340474825096
3735.742187625	54.3230921155584	1.63206778145903	33.2848259935594
3734.277343875	54.4072546175027	1.61660876180864	33.6551773705795
3732.812500125	54.5459372905204	1.60416005405582	34.0028023716282
3731.347656375	54.6921679722972	1.59479695037343	34.294126258199
3729.882812625	54.8334688130699	1.58872634564335	34.5141055685492
3728.417968875	55.0075468595433	1.5864978553588	34.6723108850991
3726.953125125	55.1481363194739	1.58605030319012	34.7707359650265
3725.488281375	55.3842577903356	1.58928365701179	34.8485668659492
3724.023437625	55.5187933119355	1.59024360444235	34.9121311708744
3722.558593875	55.7610627981462	1.59549519433331	34.9490634607937
3721.093750125	56.0504624209048	1.60024385064189	35.0262007870999
3719.628906375	56.1015134285531	1.60754682935431	34.898836167085
3718.164062625	55.7464823790669	1.61060884696224	34.612055238744
3716.699218875	55.4272669187472	1.61376909735645	34.3464669199229
3715.234375125	55.0904617922124	1.61730146195012	34.0631991550821
3713.769531375	54.8062823021938	1.62322028973306	33.7639214152546
3712.304687625	54.3145914490138	1.62850242059105	33.3524781801066
3710.839843875	53.9394265901225	1.6346580003297	32.9973771756803
3709.375000125	53.6568573992765	1.643525517708	32.6474136368168
3707.910156375	53.4802335264731	1.65652680317802	32.2845567146104
3706.445312625	53.3987955549893	1.67339974875526	31.9103642717225
3704.980468875	53.2149062232528	1.68861983863103	31.51384640038
3703.515625125	53.0258857236503	1.70341623173122	31.1291419770956
3702.050781375	52.9047509559623	1.71869970116182	30.7818468346735
3700.585937625	52.76692716976	1.73268677048629	30.4538177751254
3699.121093875	52.643340674717	1.74801637438567	30.1160455051333
3697.656250125	52.7584848558426	1.76793628566101	29.8418474035205
3696.191406375	52.9384352984789	1.78772085722758	29.6122490737041
3694.726562625	53.1393299263854	1.80746870040632	29.3998617593985
3693.261718875	53.2444296281551	1.82479765890158	29.178264981009
3691.796875125	53.356364179692	1.84064195411137	28.987910473578
3690.332031375	53.5041998258209	1.85492061337071	28.8444688361054
3688.867187625	53.5165066775496	1.8627726318947	28.7294894509567
3687.402343875	53.1954621476695	1.86175018028164	28.5728250283409
3685.937500125	52.8525482964808	1.85764745129089	28.4513341106534
3684.472656375	52.6511211568873	1.85379899569297	28.4017421949275
3683.007812625	52.437031928186	1.84529612497824	28.4165946150265
3681.542968875	52.3506685565555	1.83628492731767	28.5090117430883
3680.078125125	52.18550886766	1.8226980454696	28.6309128368078
3678.613281375	52.1777880741662	1.810941790703	28.8125153122183
3677.148437625	52.154359913088	1.79806426909796	29.0058374494324
3675.683593875	52.126561937315	1.78287058249245	29.2374345334938
3674.218750125	52.4011694089992	1.76993575502685	29.6062550633112
3672.753906375	52.5681649071128	1.75269896058452	29.9926947463822
3671.289062625	52.905260895164	1.7373493674895	30.4517110289757
3669.824218875	53.158101412744	1.71911135527491	30.9218488084754
3668.359375125	53.2217876826464	1.69791958374548	31.3452934945501
3666.894531375	53.2071240618423	1.67308396943171	31.8018252723532
3665.429687625	53.1231775219832	1.64931377382606	32.2092608241236
3663.964843875	53.0439885708241	1.62626263382369	32.6171108328957
3662.500000125	52.9512833389569	1.60460123661805	32.9996525806998
3661.035156375	52.5653946418604	1.58371588666201	33.1911772083389
3659.570312625	52.3878936464533	1.56704142342903	33.4310841201741
3658.105468875	52.6149049640057	1.56088100572953	33.7084664179217
3656.640625125	52.9075131064695	1.55835837312004	33.9507997769099
3655.175781375	53.1418692559249	1.55893291303094	34.0886184464502
3653.710937625	53.2647557401591	1.56082639966551	34.1259961720111
3652.246093875	53.4484602952051	1.56478086441249	34.1571535738793
3650.781250125	53.7277289028562	1.56995366750988	34.222493322414
3649.316406375	54.1288961161604	1.57706836208892	34.3224792389237
3647.851562625	54.3861263974081	1.58052759070632	34.4101088251826
3646.386718875	54.5456586635431	1.58252848817681	34.4674102684772
3644.921875125	54.7892334211713	1.58598344701653	34.5459049552112
3643.457031375	55.0421633512291	1.59076314330117	34.6011055027369
3641.992187625	55.2337372803176	1.59465787243604	34.6367319504974
3640.527343875	55.4408692748426	1.59980240346361	34.6548230924093
3639.062500125	55.6094081853043	1.60457288923096	34.656828965842
3637.597656375	55.7210319888671	1.60771553323266	34.6585144181744
3636.132812625	55.7019347205158	1.60849898653322	34.6297605325631
3634.667968875	55.6731297054181	1.61021664128027	34.5749312720758
3633.203125125	55.580054894445	1.61064740897978	34.5078970012752
3631.738281375	55.3839124336806	1.60999188765704	34.4001189436294
3630.273437625	55.1072463265877	1.60848571137621	34.2603269254026
3628.808593875	54.7998111141775	1.6086916170871	34.0648328940788
3627.343750125	54.4751600072674	1.60913658023993	33.8536583384021
3625.878906375	54.1769506691627	1.60741036119952	33.7044926279643
3624.414062625	53.8294288678339	1.60192021497835	33.6030648496195
3622.949218875	53.2590846799122	1.59626819242741	33.3647471850719
3621.484375125	52.7678019016004	1.5887439711693	33.2135339986617
3620.019531375	52.2536262969169	1.57869643155974	33.0992236710706
3618.554687625	51.8629967060716	1.57024254778806	33.028653298899
3617.089843875	51.677354853517	1.56559779818101	33.0080656178479
3615.625000125	51.5224410461554	1.55759254905906	33.0782534092629
3614.160156375	51.4348541290412	1.55182773884499	33.1446930877287
3612.695312625	51.3390748297236	1.54412909363733	33.2479162793248
3611.230468875	51.4349437514854	1.53925621529338	33.415453022343
3609.765625125	51.6253066136856	1.53350187361855	33.6649778535107
3608.300781375	51.633601017484	1.51983910066276	33.9730705671199
3606.835937625	51.5329459749912	1.50157459675207	34.3192713079042
3605.371093875	51.4704846875352	1.48528048252587	34.6537137551316
3603.906250125	51.4162401912454	1.47058562624448	34.9631053599715
3602.441406375	51.3675685833733	1.45731451419232	35.248100587156
3600.976562625	51.2378029348249	1.44471215516864	35.4657519503212
3599.511718875	51.2421779752725	1.43758647050675	35.6445883614984
3598.046875125	51.3127479216104	1.43504064014775	35.7569998270762
3596.582031375	51.3799341497771	1.43437534198159	35.8204248539268
3595.117187625	51.4235295805369	1.43647282676967	35.7984701292107
3593.652343875	51.4343011371416	1.43797306110746	35.7686124505902
3592.187500125	51.4649237321424	1.44225930856508	35.6835441633207
3590.722656375	51.3812401824066	1.44354920982352	35.5936879967453
3589.257812625	51.3357313038784	1.44763731608208	35.4617352934882
3587.792968875	51.1813547562003	1.45091378276497	35.2752557485981
3586.328125125	51.1788949203903	1.4587001741103	35.085273744898
3584.863281375	51.0203372855268	1.46460854735745	34.835476945414
3583.398437625	50.8538597377539	1.4727435733683	34.5300163975229
3581.933593875	50.7199912825817	1.48256423577604	34.210990700199
3580.468750125	50.4771574562878	1.49270059137772	33.8159961534542
3579.003906375	50.1911720282568	1.50204898713123	33.4151365623016
3577.539062625	49.7881303580467	1.50876498679419	32.9992615111225
3576.074218875	49.2805955646824	1.51443731263579	32.5405318222861
3574.609375125	48.8512963627405	1.52264015318611	32.0832839331865
3573.144531375	48.3932025909231	1.52955124154677	31.6388240396478
3571.679687625	47.9905720985965	1.53897727089918	31.1834183688476
3570.214843875	47.6464289755084	1.5520214787465	30.6995938058733
3568.750000125	47.3231673881381	1.56430060661282	30.2519651198033
3567.285156375	47.1499223825248	1.57833729963309	29.8731598077835
3565.820312625	46.9741191945093	1.59166007940681	29.5126577604534
3564.355468875	46.7964173402098	1.60156465121625	29.2191871896473
3562.890625125	46.7919478444203	1.61384474711985	28.9940825645884
3561.425781375	46.7161075397654	1.61957355394013	28.8446964487124
3559.960937625	46.7089783819617	1.6248843905325	28.7460318125491
3558.496093875	46.4092002509583	1.61883842187531	28.6682102573254
3557.031250125	45.9912410762887	1.61129527864519	28.5430247862199
3555.566406375	45.6441297645499	1.60560875041528	28.4279278826454
3554.101562625	45.3565105761889	1.59635616394412	28.4125257261678
3552.636718875	44.974154181153	1.57889071820042	28.4846529672512
3551.171875125	44.5142592315648	1.56003227080711	28.534191288578
3549.707031375	44.0007395743026	1.53921894422405	28.5864072420732
3548.242187625	43.5354091424843	1.52076778325146	28.6272563253569
3546.777343875	43.0594430090776	1.50265860642876	28.6555061973879
3545.312500125	42.5408427311168	1.48311562643981	28.6834296481895
3543.847656375	42.1358986047437	1.46485479031826	28.7645566531472
3542.382812625	41.6866277028276	1.44528150469904	28.8432582630387
3540.917968875	41.2131210822093	1.42558034094155	28.9097148007732
3539.453125125	40.8088232534677	1.40816310150248	28.9801822032729
3537.988281375	40.3917528671424	1.38911077054682	29.0774168076188
3536.523437625	40.029619249908	1.37390166018587	29.1357237638774
3535.058593875	39.7260661230988	1.3592565542829	29.2263193419413
3533.593750125	39.5221565231001	1.34690402364476	29.3429641825199
3532.128906375	39.3514183501296	1.3359172833309	29.4564782124931
3530.664062625	39.2622927028422	1.32777614256739	29.5699639751958
3529.199218875	39.2017843228845	1.32065307829402	29.6836352916575
3527.734375125	39.1683245220201	1.31278836831503	29.8359777305864
3526.269531375	39.1824852338698	1.30631632605974	29.9946379389259
3524.804687625	39.1111174295641	1.30130227240454	30.0553670418901
3523.339843875	39.1764824735261	1.30123033157035	30.1072619681768
3521.875000125	39.2068394988746	1.3024810871989	30.1016574322721
3520.410156375	39.429662970616	1.30923285465216	30.1166158720419
3518.945312625	39.6135086885564	1.31822900730647	30.0505515119095
3517.480468875	39.8485661658444	1.33118061008439	29.9347555575635
3516.015625125	39.9467616663799	1.34435034368287	29.7145471447161
3514.550781375	40.0296716795133	1.36007941323168	29.4318635294971
3513.085937625	40.0626810869326	1.37903678093107	29.0512056247578
3511.621093875	40.1443234276844	1.39786104435654	28.7183934266968
3510.156250125	40.2052331984208	1.41743973234984	28.3646861879399
3508.691406375	40.2214872535286	1.43891501339824	27.9526496554781
3507.226562625	40.4254218743235	1.46482919275889	27.597362255039
3505.761718875	40.4586924731872	1.486979164148	27.2086478739391
3504.296875125	40.4012445482781	1.51108295110454	26.7366159605907
3502.832031375	40.1819441105124	1.53395032225663	26.1950752429843
3501.367187625	40.236068913235	1.55621231916306	25.8551281324352
3499.902343875	39.9494743201772	1.57669017889366	25.3375551233592
3498.437500125	39.6698284150845	1.5974495793485	24.8332272441822
3496.972656375	39.5041415868638	1.61957022645861	24.3917435264567
3495.507812625	39.3882465957947	1.63875515780965	24.0354676585371
3494.042968875	39.3092525306834	1.65609317275337	23.7361358511786
3492.578125125	39.2972332785398	1.67115579455651	23.5150028540388
3491.113281375	39.3376830763343	1.68593679126113	23.3328338762384
3489.648437625	39.368761152323	1.69777934284405	23.1883850620859
3488.183593875	39.3874656304836	1.7061594213216	23.0854544647263
3486.718750125	39.3857072225602	1.71239458336995	23.0003689599684
3485.253906375	39.4335917581098	1.71866147168798	22.9443624632954
3483.789062625	39.4650067606358	1.72338498337343	22.8997044429302
3482.324218875	39.5126848997059	1.72761571347442	22.8712233811776
3480.859375125	39.5429326650687	1.73197332822785	22.8311441178652
3479.394531375	39.5239955860359	1.7332821878948	22.8029779928915
3477.929687625	39.4272093434181	1.73130900098251	22.7730632261736
3476.464843875	39.3503921521049	1.72853340515644	22.7651904410511
3475.000000125	39.0756832464527	1.72307527310261	22.6778735998527
3473.535156375	38.8009743408005	1.71761714104878	22.5900018190949
3472.070312625	38.4885610691932	1.71104279970642	22.4942129301482
3470.605468875	38.1488018252734	1.70215080264393	22.4121163448135
3469.140625125	37.8795694110028	1.69614699574744	22.3327161537143
3467.675781375	37.6203458881433	1.68982380647226	22.2628807477159
3466.210937625	37.345676358574	1.68333496732185	22.1855287768365
3464.746093875	37.0928370282176	1.67633967375649	22.1272798162062
3463.281250125	36.8589413777716	1.66909649534983	22.0831698349748
3461.816406375	36.6507513042906	1.6609288560221	22.0664185412906
3460.351562625	36.4316762338776	1.65081858061343	22.0688552102072
3458.886718875	36.2874145647003	1.64276873786453	22.0891801312649
3457.421875125	36.1093664222685	1.63268088843726	22.1166099744274
3455.957031375	36.0820781229786	1.62510332773674	22.2029439649414
3454.492187625	36.0127208520958	1.61693262148094	22.2722458398495
3453.027343875	35.9456814036995	1.6076886235662	22.3586090470456
3451.562500125	35.9293421998471	1.59984080592726	22.458073370008
3450.097656375	35.9416283723626	1.59263777144934	22.5673590170192
3448.632812625	36.0332512604471	1.58937187356206	22.6713784607817
3447.167968875	36.1473973046336	1.58770615798195	22.7670574450493
3445.703125125	36.2713243504674	1.58803516520879	22.840378566616
3444.238281375	36.4287133261045	1.59072249233288	22.9007344157684
3442.773437625	36.5628437299978	1.59582902752916	22.911504364981
3441.308593875	36.7435548647889	1.60408343674171	22.9062616215427
3439.843750125	36.8869501813529	1.61395585443325	22.8549932639304
3438.378906375	36.9931871382042	1.62588062428989	22.752708031293
3436.914062625	37.0254479574969	1.63769381991596	22.6082845933905
3435.449218875	37.1051240767425	1.65376027668111	22.4368214667774
3433.984375125	37.1212235109134	1.67059037038255	22.2204222944329
3432.519531375	37.1890635871497	1.69136744410011	21.9875720777729
3431.054687625	37.228286203823	1.7137262322234	21.7235900949726
3429.589843875	37.2617625533557	1.7361845299355	21.4618676246009
3428.125000125	37.2235916849016	1.75711129809714	21.1845383529278
3426.660156375	37.2009709803917	1.77600451939153	20.9464393666841
3425.195312625	37.1625596852228	1.79266735197248	20.7303154399129
3423.730468875	37.1157711833194	1.80634366025789	20.5474583823216
3422.265625125	37.1676754511855	1.81862560766118	20.4372330921836
3420.800781375	37.2015290993925	1.82575029856267	20.3760224652186
3419.335937625	37.3394589192582	1.83249499895563	20.376295127975
3417.871093875	37.5715630824904	1.83744487115186	20.4477226350402
3416.406250125	37.8846921894363	1.84077093081637	20.5808835609082
3414.941406375	38.1826854923334	1.84009144402195	20.7504282552807
3413.476562625	38.5473640740516	1.83699110675217	20.9839688022246
3412.011718875	38.9053939463368	1.83062981876594	21.2524637955278
3410.546875125	39.2700591198381	1.8229039717917	21.5425824549827
3409.082031375	39.6735675552665	1.81426574587849	21.8675613786976
3407.617187625	40.1365978609436	1.80833300809501	22.1953576477739
3406.152343875	40.5769923800426	1.80196988487047	22.5181301423133
3404.687500125	40.9587860671655	1.79326579464179	22.8403319739599
3403.222656375	41.3927663567023	1.78631820790504	23.1721124341261
3401.757812625	41.7712950689445	1.77882472291692	23.4825244616838
3400.292968875	42.1450089164022	1.77236890591775	23.7789146354828
3398.828125125	42.378560240157	1.76122500708791	24.0619796275932
3397.363281375	42.4250260583997	1.7445685002514	24.3183492378121
3395.898437625	42.4252754704764	1.72908828653224	24.5362112512844
3394.433593875	42.2967581263456	1.71323933659561	24.688178249744
3392.968750125	42.2361493747444	1.70107314433275	24.8291200854338
3391.503906375	41.8553777016919	1.68306104657762	24.868603421606
3390.039062625	41.6496814072739	1.66767411636912	24.974712384428
3388.574218875	41.391045839071	1.65472620518704	25.013833532897
3387.109375125	41.2277290754452	1.6443116774093	25.0729406364137
3385.644531375	41.205793833084	1.63482511816623	25.2050163501918
3384.179687625	40.671935317993	1.62481020651355	25.0318068873196
3382.714843875	40.507595586324	1.61648671368578	25.0590340417719
3381.250000125	40.1782624302956	1.60833905282948	24.9812142281889
3379.785156375	39.8928482668488	1.6010601970377	24.9165199039105
3378.320312625	39.6058225412958	1.59765922458672	24.7899063403467
3376.855468875	39.3506274949394	1.59396292429875	24.6872915894523
3375.390625125	39.1481900813613	1.59351450107163	24.5672003957506
3373.925781375	38.9927263498107	1.59422453782685	24.4587418049425
3372.460937625	38.8422613148928	1.5955827871457	24.3436201667585
3370.996093875	38.7386201917054	1.59861444764548	24.2326223491609
3369.531250125	38.7153985036232	1.60343371844512	24.1453064496899
3368.066406375	38.6503539238526	1.6091343718519	24.0193451833181
3366.601562625	38.3923461784723	1.61661720054834	23.7485696462032
3365.136718875	38.130872383577	1.62732825757019	23.4315800799227
3363.671875125	37.9211752856275	1.63932936360235	23.1321271536901
3362.207031375	37.7022516934028	1.65294110411391	22.8091924143987
3360.742187625	37.5343793908877	1.66931847413007	22.4848523349913
3359.277343875	37.3230412190184	1.68396291124384	22.1638142798823
3357.812500125	37.0874579989479	1.69788007070231	21.8433908489232
3356.347656375	36.8963624407559	1.71165279508287	21.5559852715162
3354.882812625	36.7142012311424	1.72647692944262	21.2653876834574
3353.417968875	36.4754535489222	1.73848524174527	20.9811695107083
3351.953125125	36.2808358290426	1.74910051755298	20.7425676597478
3350.488281375	36.1232651280387	1.75697698437196	20.559896600439
3349.023437625	36.0393341082299	1.76504908641074	20.4183183264985
3347.558593875	36.0744122205453	1.7746981254064	20.3270695472698
3346.093750125	36.1413913801815	1.77998235955835	20.3043536842404
3344.628906375	36.3236281804495	1.78251529270105	20.3777371948424
3343.164062625	36.5512831019417	1.78104506811223	20.5223796726734
