#freq (MHz),Tsys (Average; K),gain (Average; K/Jy)
2871.484375,36.39664405,0.345047812
2870.019531,36.38363648,0.350052922
2868.554688,36.29732886,0.358086684
2867.089844,36.18427882,0.368802753
2865.625,36.12055295,0.382962914
2864.160156,35.94315502,0.398813108
2862.695313,35.80906142,0.418331165
2861.230469,35.69256308,0.439693144
2859.765625,35.62896596,0.463267572
2858.300781,35.58649011,0.487817447
2856.835938,35.59942762,0.512792515
2855.371094,35.64748772,0.537604941
2853.90625,35.67920333,0.561292915
2852.441406,35.77933165,0.583900819
2850.976563,35.79934025,0.604182669
2849.511719,35.73366765,0.621959841
2848.046875,35.54139782,0.636584313
2846.582031,35.26068611,0.647238385
2845.117188,34.96735592,0.656183802
2843.652344,34.68522345,0.662433779
2842.1875,34.45356561,0.66651114
2840.722656,34.3031775,0.667382101
2839.257813,34.15278939,0.668253062
2837.792969,34.14933997,0.668246648
2836.328125,34.15225114,0.667211949
2834.863281,34.2487393,0.664990714
2833.398438,34.33593602,0.662289963
2831.933594,34.50237629,0.659476507
2830.46875,34.67260599,0.656546148
2829.003906,34.82046453,0.65323877
2827.539063,35.00682342,0.649977664
2826.074219,35.2428202,0.647290387
2824.609375,35.54412308,0.644832971
2823.144531,35.89537551,0.64367834
2821.679688,36.21756413,0.644454806
2820.214844,36.48787419,0.646153037
2818.75,36.58679287,0.647626353
2817.285156,36.56319268,0.647085689
2815.820313,36.4962774,0.647360032
2814.355469,36.43729949,0.64910261
2812.890625,36.36570548,0.651895385
2811.425781,36.28191706,0.655789354
2809.960938,36.21351112,0.661818231
2808.496094,36.30495707,0.670969682
2807.03125,36.47839585,0.68348249
2805.566406,36.63180553,0.697519075
2804.101563,36.6949624,0.711916083
2802.636719,36.79619112,0.72723783
2801.171875,36.87693631,0.743508523
2799.707031,36.95592195,0.76088073
2798.242188,37.02454835,0.777703419
2796.777344,37.15799161,0.79575766
2795.3125,37.30112523,0.814060171
2793.847656,37.46721639,0.831364034
2792.382813,37.62553039,0.847635357
2790.917969,37.83463996,0.86293433
2789.453125,38.03104843,0.87648726
2787.988281,38.28330485,0.886965325
2786.523438,38.5441094,0.895541391
2785.058594,38.82918612,0.902131008
2783.59375,39.06607488,0.905390279
2782.128906,39.31797243,0.906457213
2780.664063,39.49058603,0.905509375
2779.199219,39.69140604,0.904824469
2777.734375,39.88875185,0.904210126
2776.269531,40.13667781,0.903383185
2774.804688,40.31162671,0.902694377
2773.339844,40.49051991,0.901561221
2771.875,40.65001495,0.901501149
2770.410156,40.81289954,0.9008205
2768.945313,40.87824576,0.900048702
2767.480469,40.9218582,0.898773724
2766.015625,40.85162855,0.898816128
2764.550781,40.75284506,0.900102635
2763.085938,40.63603587,0.901597266
2761.621094,40.49404413,0.904413061
2760.15625,40.32719959,0.907747428
2758.691406,40.08628518,0.909267478
2757.226563,39.66734048,0.910058392
2755.761719,39.26395743,0.910182366
2754.296875,38.85283074,0.910314783
2752.832031,38.3652534,0.910332415
2751.367188,37.88215652,0.910061272
2749.902344,37.42773976,0.910098638
2748.4375,36.93176073,0.910605024
2746.972656,36.55190408,0.912490706
2745.507813,36.19308371,0.914515934
2744.042969,35.79121047,0.917585315
2742.578125,35.46017327,0.921023265
2741.113281,35.0719299,0.925683441
2739.648438,34.77051788,0.933314287
2738.183594,34.5643864,0.941824422
2736.71875,34.15574432,0.952332185
2735.253906,33.92731347,0.964654852
2733.789063,33.70229407,0.978395834
2732.324219,33.50114408,0.99315749
2730.859375,33.32595521,1.008270212
2729.394531,33.12987733,1.025024814
2727.929688,32.93446624,1.041827766
2726.464844,32.76189122,1.058494915
2725,32.54660385,1.076789866
2723.535156,32.40712672,1.094431371
2722.070313,32.3044818,1.112082402
2720.605469,32.28541815,1.129802314
2719.140625,32.27641514,1.14728598
2717.675781,32.3971624,1.165809323
2716.210938,32.56036046,1.183345047
2714.746094,32.68027109,1.198217265
2713.28125,32.82196544,1.211448087
2711.816406,32.90541949,1.212030915
2710.351563,32.98887354,1.212613742
2708.886719,33.0723276,1.21319657
2707.421875,33.15578165,1.213779398
2705.957031,33.23923571,1.214362225
2704.492188,33.32268976,1.214945053
2703.027344,33.40614382,1.215527881
2701.5625,33.48959787,1.216110708
2700.097656,33.57305193,1.216693536
2698.632813,33.65650598,1.217276364
2697.167969,33.73996003,1.217859191
2695.703125,33.82341409,1.218442019
2694.238281,33.90686814,1.219024846
2692.773438,33.9903222,1.219607674
2691.308594,34.07377625,1.220190502
2689.84375,34.15723031,1.220773329
2688.378906,34.24068436,1.221356157
2686.914063,34.32413842,1.221938985
2685.449219,34.40759247,1.222521812
2683.984375,34.49104652,1.22310464
2682.519531,34.57450058,1.223687467
2681.054688,34.65795463,1.224270295
2679.589844,34.74140869,1.224853123
2678.125,34.82486274,1.22543595
2676.660156,34.9083168,1.226018778
2675.195313,34.99177085,1.226601606
2673.730469,35.07522491,1.227184433
2672.265625,35.15867896,1.227767261
2670.800781,35.24213301,1.228350089
2669.335938,35.32558707,1.228932916
2667.871094,35.40904112,1.229515744
2666.40625,35.49249518,1.230098571
2664.941406,35.57594923,1.230681399
2663.476563,35.65940329,1.231264227
2662.011719,35.74285734,1.231847054
2660.546875,35.8263114,1.232429882
2659.082031,35.90976545,1.23301271
2657.617188,35.9932195,1.233595537
2656.152344,36.07667356,1.234178365
2654.6875,36.16012761,1.234761192
2653.222656,36.24358167,1.23534402
2651.757813,36.32703572,1.235926848
2650.292969,36.41048978,1.236509675
2648.828125,36.49394383,1.237092503
2647.363281,36.57739789,1.237675331
2645.898438,36.66085194,1.238258158
2644.433594,36.74430599,1.238840986
2642.96875,36.82776005,1.239423813
2641.503906,36.9112141,1.240006641
2640.039063,36.99466816,1.240589469
2638.574219,37.07812221,1.241172296
2637.109375,37.16157627,1.241755124
2635.644531,37.24503032,1.242337952
2634.179688,37.30820437,1.230288117
2632.714844,37.30059167,1.21726254
2631.25,37.2433154,1.206137741
2629.785156,37.21515676,1.193748561
2628.320313,37.19156015,1.180588362
2626.855469,37.06664939,1.167260309
2625.390625,36.85534725,1.154011528
2623.925781,36.66009246,1.141610683
2622.460938,36.45783825,1.130528884
2620.996094,36.22831716,1.121139312
2619.53125,35.9877604,1.113341605
2618.066406,35.77030856,1.107703822
2616.601563,35.55098804,1.104597654
2615.136719,35.38440656,1.103120654
2613.671875,35.22529367,1.10410401
2612.207031,35.11546289,1.107083377
2610.742188,34.91712705,1.109479179
2609.277344,34.77729894,1.116421434
2607.8125,34.60165494,1.126323999
2606.347656,34.56411143,1.138524045
2604.882813,34.51683393,1.151146346
2603.417969,34.5359075,1.166152761
2601.953125,34.59025699,1.18246113
2600.488281,34.69242296,1.19992045
2599.023438,34.77434021,1.218060997
2597.558594,34.86061748,1.235242624
2596.09375,34.88067556,1.251634313
2594.628906,34.80680495,1.270004355
2593.164063,34.90720766,1.287008669
2591.699219,35.32708135,1.305059052
2590.234375,36.07529251,1.326134104
2588.769531,35.73199785,1.342091267
2587.304688,35.43352412,1.350277149
2585.839844,35.50604687,1.358621525
2584.375,35.06823377,1.366007532
2582.910156,34.99988344,1.372126031
2581.445313,34.98137089,1.375021978
2579.980469,34.58112251,1.376602582
2578.515625,34.33486748,1.378117314
2577.050781,34.14261105,1.377450018
2575.585938,33.96203889,1.374970682
2574.121094,33.8104897,1.371488627
2572.65625,33.6846426,1.366931026
2571.191406,33.51377544,1.361408785
2569.726563,33.33504741,1.355918519
2568.261719,33.26163202,1.352941434
2566.796875,33.262307,1.352693158
2565.332031,33.25783272,1.354058551
2563.867188,33.17218909,1.354177579
2562.402344,33.07104007,1.354031156
2560.9375,32.96088744,1.353982105
2559.472656,32.8523213,1.353730716
2558.007813,32.65766634,1.350808239
2556.542969,32.41601542,1.345714235
2555.078125,32.16380123,1.341954462
2553.613281,31.96554104,1.339310919
2552.148438,31.75892389,1.336820478
2550.683594,31.54315174,1.334456434
2549.21875,31.43635491,1.335261806
2547.753906,31.46808729,1.339557757
2546.289063,31.56910977,1.34563569
2544.824219,31.65676514,1.350239294
2543.359375,31.65793256,1.352052988
2541.894531,31.64585895,1.353102051
2540.429688,31.554524,1.35281206
2538.964844,31.39530772,1.34923114
2537.5,31.17567022,1.339867878
2536.035156,30.91212945,1.329169897
2534.570313,30.68404469,1.317667588
2533.105469,30.4768358,1.304321158
2531.640625,30.27638882,1.290720134
2530.175781,30.08173779,1.277617804
2528.710938,30.09179426,1.279726283
2527.246094,30.10185074,1.281834761
2525.78125,30.11190721,1.28394324
2524.316406,30.12196369,1.286051719
2522.851563,30.13202017,1.288160197
2521.386719,30.14207664,1.290268676
2519.921875,30.15213312,1.292377154
2518.457031,30.16218959,1.294485633
2516.992188,30.17224607,1.296594112
2515.527344,30.18230254,1.29870259
2514.0625,30.19235902,1.300811069
2512.597656,30.2024155,1.302919547
2511.132813,30.21247197,1.305028026
2509.667969,30.22252845,1.307136505
2508.203125,30.23258492,1.309244983
2506.738281,30.2426414,1.311353462
2505.273438,30.25269788,1.31346194
2503.808594,30.26275435,1.315570419
2502.34375,30.27281083,1.317678898
2500.878906,30.2828673,1.319787376
2499.414063,30.29292378,1.321895855
2497.949219,30.30298026,1.324004334
2496.484375,30.31303673,1.326112812
2495.019531,30.32309321,1.328221291
2493.554688,30.33314968,1.330329769
2492.089844,30.34320616,1.332438248
2490.625,30.35326264,1.334546727
2489.160156,30.36331911,1.336655205
2487.695313,30.37337559,1.338763684
2486.230469,30.38343206,1.340872162
2484.765625,30.39348854,1.342980641
2483.300781,30.40354502,1.34508912
2481.835938,30.41360149,1.347197598
2480.371094,30.42365797,1.349306077
2478.90625,30.43371444,1.351414555
2477.441406,30.44377092,1.353523034
2475.976563,30.45382739,1.355631513
2474.511719,30.46388387,1.357739991
2473.046875,30.47394035,1.35984847
2471.582031,30.48399682,1.361956948
2470.117188,30.4940533,1.364065427
2468.652344,30.50410977,1.366173906
2467.1875,30.51416625,1.368282384
2465.722656,30.52422273,1.370390863
2464.257813,30.5342792,1.372499341
2462.792969,30.54433568,1.37460782
2461.328125,30.55439215,1.376716299
2459.863281,30.56444863,1.378824777
2458.398438,30.57450511,1.380933256
2456.933594,30.58456158,1.383041735
2455.46875,30.59461806,1.385150213
2454.003906,30.60467453,1.387258692
2452.539063,30.61473101,1.38936717
2451.074219,30.62478749,1.391475649
2449.609375,30.63484396,1.393584128
2448.144531,30.64490044,1.395692606
2446.679688,30.65495691,1.397801085
2445.214844,30.66501339,1.399909563
2443.75,30.67506986,1.402018042
2442.285156,30.68512634,1.404126521
2440.820313,30.69518282,1.406234999
2439.355469,30.70523929,1.408343478
2437.890625,30.71529577,1.410451956
2436.425781,30.72535224,1.412560435
2434.960938,30.73540872,1.414668914
2433.496094,30.7454652,1.416777392
2432.03125,30.75552167,1.418885871
2430.566406,30.76557815,1.420994349
2429.101563,30.77563462,1.423102828
2427.636719,30.7856911,1.425211307
2426.171875,30.79574758,1.427319785
2424.707031,30.80580405,1.429428264
2423.242188,30.81586053,1.431536742
2421.777344,30.825917,1.433645221
2420.3125,30.83597348,1.4357537
2418.847656,30.84602996,1.437862178
2417.382813,30.85608643,1.439970657
2415.917969,30.86614291,1.442079136
2414.453125,30.87619938,1.444187614
2412.988281,30.88625586,1.446296093
2411.523438,30.89631234,1.448404571
2410.058594,30.90636881,1.45051305
2408.59375,30.91642529,1.452621529
2407.128906,30.92648176,1.454730007
2405.664063,30.93653824,1.456838486
2404.199219,30.94659471,1.458946964
2402.734375,30.95665119,1.461055443
2401.269531,30.96670767,1.463163922
2399.804688,30.97676414,1.4652724
2398.339844,30.98682062,1.467380879
2396.875,30.99687709,1.469489357
2395.410156,31.00693357,1.471597836
2393.945313,31.01699005,1.473706315
2392.480469,31.02704652,1.475814793
2391.015625,31.037103,1.477923272
2389.550781,31.04715947,1.48003175
2388.085938,31.05721595,1.482140229
2386.621094,31.06727243,1.484248708
2385.15625,31.0773289,1.486357186
2383.691406,31.08738538,1.488465665
2382.226563,31.09744185,1.490574143
2380.761719,31.10749833,1.492682622
2379.296875,31.11755481,1.494791101
2377.832031,31.12761128,1.496899579
2376.367188,31.13766776,1.499008058
2374.902344,31.14772423,1.501116537
2373.4375,31.15778071,1.503225015
2371.972656,31.16783718,1.505333494
2370.507813,31.17789366,1.507441972
2369.042969,31.18795014,1.509550451
2367.578125,31.19800661,1.51165893
2366.113281,31.20806309,1.513767408
2364.648438,31.21811956,1.515875887
2363.183594,31.22817604,1.517984365
2361.71875,31.23823252,1.520092844
2360.253906,31.24828899,1.522201323
2358.789063,31.25834547,1.524309801
2357.324219,31.26840194,1.52641828
2355.859375,31.27845842,1.528526758
2354.394531,31.2885149,1.530635237
2352.929688,31.29857137,1.532743716
2351.464844,31.30862785,1.534852194
2350,31.31868432,1.536960673
2348.535156,31.3287408,1.539069151
2347.070313,31.33879728,1.54117763
2345.605469,31.34885375,1.543286109
2344.140625,31.35891023,1.545394587
2342.675781,31.3689667,1.547503066
2341.210938,31.37902318,1.549611544
2339.746094,31.38907966,1.551720023
2338.28125,31.39913613,1.553828502
2336.816406,31.40919261,1.55593698
2335.351563,31.41924908,1.558045459
2333.886719,31.42930556,1.560153938
2332.421875,31.43936203,1.562262416
2330.957031,31.44941851,1.564370895
2329.492188,31.45947499,1.566479373
2328.027344,31.46953146,1.568587852
2326.5625,31.47958794,1.570696331
2325.097656,31.48964441,1.572804809
2323.632813,31.49970089,1.574913288
2322.167969,31.50975737,1.577021766
2320.703125,31.51981384,1.579130245
2319.238281,31.52987032,1.581238724
2317.773438,31.53992679,1.583347202
2316.308594,31.54998327,1.585455681
2314.84375,31.56003975,1.587564159
2313.378906,31.57009622,1.589672638
2311.914063,31.5801527,1.591781117
2310.449219,31.59020917,1.593889595
2308.984375,31.60026565,1.595998074
2307.519531,31.61032213,1.598106552
2306.054688,31.6203786,1.600215031
2304.589844,31.63043508,1.60232351
2303.125,31.64049155,1.604431988
2301.660156,31.65054803,1.606540467
2300.195313,31.66060451,1.608648945
2298.730469,31.67066098,1.610757424
2297.265625,31.68071746,1.612865903
2295.800781,31.69077393,1.614974381
2294.335938,31.70083041,1.61708286
2292.871094,31.71088688,1.619191339
2291.40625,31.72094336,1.621299817
2289.941406,31.73099984,1.623408296
2288.476563,31.74105631,1.625516774
2287.011719,31.75111279,1.627625253
2285.546875,31.76116926,1.629733732
2284.082031,31.77122574,1.63184221
2282.617188,31.78128222,1.633950689
2281.152344,31.79133869,1.636059167
2279.6875,31.80139517,1.638167646
2278.222656,31.81145164,1.640276125
2276.757813,31.82150812,1.642384603
2275.292969,31.69235684,1.628350986
2273.828125,31.58768566,1.614469704
2272.363281,31.47247882,1.59976236
2270.898438,31.32060644,1.584897762
2269.433594,31.20101912,1.573225424
2267.96875,31.14217941,1.56480774
2266.503906,31.10250343,1.559473383
2265.039063,31.04278518,1.553283688
2263.574219,30.99383678,1.546322727
2262.109375,30.87902444,1.537263275
2260.644531,30.62693867,1.530385672
2259.179688,30.25176594,1.516000335
2257.714844,29.66816565,1.488788819
2256.25,28.99062075,1.462019906
2254.785156,28.28815094,1.433562706
2253.320313,27.59370302,1.403762815
2251.855469,26.84119297,1.373114013
2250.390625,26.05900367,1.344189459
2248.925781,25.20755829,1.310161407
2247.460938,24.2546273,1.274562846
2245.996094,23.38111526,1.236672263
2244.53125,22.50760321,1.19878168
2243.066406,21.63409117,1.160891097
2241.601563,20.76057912,1.123000514
2240.136719,19.88706707,1.085109931
2238.671875,19.01355503,1.047219348
2237.207031,18.82370555,1.042670745
2235.742188,18.65409184,1.03906725
2234.277344,18.52062382,1.035747171
2232.8125,18.50527677,1.027053769
2231.347656,18.29874456,1.026698367
2229.882813,18.09221236,1.026342965
2228.417969,18.00996523,1.025032067
2226.953125,17.94225701,1.02487422
2225.488281,17.85230089,1.024215399
2224.023438,17.7874941,1.024247684
2222.558594,17.71698895,1.024229226
2221.09375,18.20476949,1.032244974
2219.628906,17.62577621,1.025239964
2218.164063,17.5887446,1.026172419
2216.699219,17.56012837,1.028154622
2215.234375,17.54665101,1.031108643
2213.769531,17.53508535,1.034399464
2212.304688,17.50004355,1.036776294
2210.839844,17.48662547,1.039031409
2209.375,17.55996843,1.043866657
2207.910156,17.67823422,1.05513329
2206.445313,17.85784256,1.067415365
2204.980469,18.04095244,1.080483096
2203.515625,18.35416651,1.098520737
2202.050781,18.66738057,1.116558379
2200.585938,18.98059464,1.13459602
2199.121094,19.29380871,1.152633662
2197.65625,19.60702277,1.170671303
2196.191406,20.40165357,1.207205132
2194.726563,21.19628437,1.243738962
2193.261719,21.77339065,1.279410338
2191.796875,22.17357656,1.297483233
2190.332031,22.57376246,1.315556129
2188.867188,22.97394837,1.333629024
2187.402344,23.37413427,1.351701919
2185.9375,23.77432018,1.369774815
2184.472656,24.17450609,1.38784771
2183.007813,24.57469199,1.405920605
2181.542969,24.9748779,1.423993501
2180.078125,25.3750638,1.442066396
2178.613281,25.77524971,1.460139292
2177.148438,26.17975545,1.474855797
2175.683594,26.58125451,1.488815394
2174.21875,26.96259734,1.501560318
2172.753906,27.35627074,1.514428209
2171.289063,27.74525294,1.527818959
2169.824219,28.0872559,1.539594773
2168.359375,28.30694788,1.543578651
2166.894531,28.46603074,1.54463284
2165.429688,28.58638863,1.544568782
2163.964844,28.71984625,1.543700568
2162.5,28.95933081,1.543302838
2161.035156,28.95996953,1.542751742
2159.570313,29.01931373,1.539851866
2158.105469,28.98903415,1.533140053
2156.640625,28.88970205,1.522188319
2155.175781,28.7958369,1.511642205
2153.710938,28.72152526,1.500481601
2152.246094,28.63538931,1.489686577
2150.78125,28.52289281,1.47835569
2149.316406,28.48830315,1.470160206
2147.851563,28.54505237,1.466418395
2146.386719,28.67026785,1.466487378
2144.921875,28.7996677,1.467323817
2143.457031,28.91768938,1.467615036
2141.992188,29.05556927,1.46850211
2140.527344,29.15558496,1.47004432
2139.0625,29.28203576,1.471619478
2137.597656,29.39994213,1.471457956
2136.132813,29.5214288,1.472737567
2134.667969,29.63592667,1.47440659
2133.203125,29.7082224,1.474523005
2131.738281,29.80269744,1.475423577
2130.273438,29.88228201,1.476572963
2128.808594,29.8582626,1.472519429
2127.34375,29.74109753,1.465522679
2125.878906,29.60046422,1.457445568
2124.414063,29.40266095,1.447540494
2122.949219,29.21374145,1.437969959
2121.484375,29.00593436,1.427751913
2120.019531,28.76293067,1.416360557
2118.554688,28.78955955,1.413443063
2117.089844,28.98845243,1.416390877
2115.625,29.235204,1.418009909
2114.160156,29.32432052,1.420549274
2112.695313,29.47083865,1.422103195
2111.230469,29.64325725,1.420769896
2109.765625,29.69863471,1.419965791
2108.300781,29.81533967,1.416368614
2106.835938,29.97882366,1.403232562
2105.371094,29.88377122,1.396374399
2103.90625,29.67519385,1.400209766
2102.441406,29.614555,1.397432855
2100.976563,29.60045903,1.395818808
2099.511719,29.60627345,1.393955297
2098.046875,29.61226912,1.392821004
2096.582031,29.59555535,1.393346545
2095.117188,29.56199823,1.394252176
2093.652344,29.61220397,1.397849828
2092.1875,29.67107037,1.402318879
2090.722656,29.79324827,1.408254779
2089.257813,29.82634603,1.416312528
2087.792969,29.99483342,1.426242052
2086.328125,30.1357199,1.436924782
2084.863281,30.30241137,1.447473217
2083.398438,30.38908098,1.457894836
2081.933594,30.52205898,1.47075755
2080.46875,30.62193433,1.482846268
2079.003906,30.78788829,1.497173695
2077.539063,30.92702281,1.510761472
2076.074219,31.05625887,1.524534947
2074.609375,31.15452465,1.537068255
2073.144531,31.2223547,1.547413448
2071.679688,31.26028173,1.556069584
2070.214844,31.37618207,1.563139906
2068.75,31.33728598,1.566814284
2067.285156,31.17512442,1.566250274
2065.820313,30.99822398,1.562874671
2064.355469,30.83114627,1.556989617
2062.890625,30.70066425,1.550366144
2061.425781,30.50501854,1.540339932
2059.960938,30.32337451,1.52919958
2058.496094,30.22944455,1.518515654
2057.03125,30.22548653,1.510962686
2055.566406,30.2324014,1.501940573
2054.101563,30.23453063,1.49079805
2052.636719,30.28698505,1.480512021
2051.171875,30.3472687,1.46876391
2049.707031,30.4814328,1.458274203
2048.242188,30.58388589,1.451595158
2046.777344,30.77156909,1.445601544
2045.3125,31.02836074,1.439639229
2043.847656,31.32200389,1.436002553
2042.382813,31.52034229,1.435177253
2040.917969,31.50691856,1.434507815
2039.453125,31.42599956,1.434839019
2037.988281,31.39100397,1.437989157
2036.523438,31.4376057,1.443275135
2035.058594,31.58256579,1.450279006
2033.59375,31.74781688,1.460845722
2032.128906,31.869573,1.472745901
2030.664063,32.05712457,1.486590538
2029.199219,32.01345167,1.499075295
2027.734375,31.80998568,1.507814602
2026.269531,31.63054801,1.515884017
2024.804688,31.53474066,1.525753856
2023.339844,31.451154,1.534115053
2021.875,31.4307456,1.543112409
2020.410156,31.27128059,1.555495361
2018.945313,31.28428132,1.568742585
2017.480469,31.38366112,1.585696222
2016.015625,31.4926445,1.603017414
2014.550781,31.62568908,1.619558706
2013.085938,31.73287144,1.634985637
2011.621094,31.8556553,1.649666084
2010.15625,32.00774264,1.664296285
2008.691406,32.14523981,1.675840881
2007.226563,32.25590582,1.684258379
2005.761719,32.3776316,1.691569816
2004.296875,32.43364865,1.698479325
2002.832031,32.51909159,1.704419399
2001.367188,32.61401601,1.709160205
1999.902344,32.73058897,1.714736789
1998.4375,32.70622819,1.713715917
1996.972656,32.55176826,1.705707745
1995.507813,32.47237706,1.699866026
1994.042969,32.37549541,1.692561821
1992.578125,32.25439433,1.684158535
1991.113281,32.19038807,1.676960106
1989.648438,32.10208499,1.667014123
1988.183594,32.09383048,1.658275108
1986.71875,32.10292405,1.649941505
1985.253906,32.2406635,1.640316979
1983.789063,32.3102943,1.627971221
1982.324219,32.16443853,1.613970356
1980.859375,31.97681901,1.598658502
1979.394531,31.80159046,1.581863473
1977.929688,31.65305259,1.561220826
1976.464844,31.39723232,1.541483987
1975,31.21007925,1.521985706
1973.535156,30.95930637,1.50279079
1972.070313,30.38154444,1.486811474
1970.605469,29.91306694,1.470449428
1969.140625,29.59095266,1.452358384
1967.675781,29.34241227,1.434577083
1966.210938,29.15551377,1.416303209
1964.746094,28.96873939,1.398293194
1963.28125,28.8532421,1.381605651
1961.816406,28.73075791,1.365304772
1960.351563,28.98035393,1.373811473
1958.886719,29.22994995,1.382318175
1957.421875,29.47954597,1.390824876
1955.957031,29.729142,1.399331578
1954.492188,29.97873802,1.407838279
1953.027344,30.22833404,1.41634498
1951.5625,30.47793006,1.424851682
1950.097656,30.72752609,1.433358383
1948.632813,30.97712211,1.441865084
1947.167969,31.22671813,1.450371786
1945.703125,31.47631416,1.458878487
1944.238281,31.72591018,1.467385189
1942.773438,31.9755062,1.47589189
1941.308594,32.22510222,1.484398591
1939.84375,32.47469825,1.492905293
1938.378906,32.72429427,1.501411994
1936.914063,32.97389029,1.509918696
1935.449219,33.22348631,1.518425397
1933.984375,33.47308234,1.526932098
1932.519531,33.72267836,1.5354388
1931.054688,33.97227438,1.543945501
1929.589844,34.2218704,1.552452202
1928.125,34.47146643,1.560958904
1926.660156,34.72106245,1.569465605
1925.195313,34.97065847,1.577972307
1923.730469,35.2202545,1.586479008
1922.265625,35.46985052,1.594985709
1920.800781,35.71944654,1.603492411
1919.335938,35.96904256,1.611999112
1917.871094,36.21863859,1.620505814
1916.40625,36.46823461,1.629012515
1914.941406,36.71783063,1.637519216
1913.476563,36.96742665,1.646025918
1912.011719,37.21702268,1.654532619
1910.546875,37.4666187,1.66303932
1909.082031,37.71621472,1.671546022
1907.617188,37.96581075,1.680052723
1906.152344,38.21540677,1.688559425
1904.6875,38.46500279,1.697066126
1903.222656,38.71459881,1.705572827
1901.757813,38.96419484,1.714079529
1900.292969,39.21379086,1.72258623
1898.828125,39.46338688,1.731092932
1897.363281,39.7129829,1.739599633
1895.898438,39.96257893,1.748106334
1894.433594,40.21217495,1.756613036
1892.96875,40.46177097,1.765119737
1891.503906,40.71136699,1.773626438
1890.039063,40.96096302,1.78213314
1888.574219,41.21055904,1.790639841
1887.109375,41.46015506,1.799146543
1885.644531,41.70975109,1.807653244
1884.179688,41.95934711,1.816159945
1882.714844,42.20894313,1.824666647
1881.25,42.45853915,1.833173348
1879.785156,42.70813518,1.84168005
1878.320313,42.9577312,1.850186751
1876.855469,40.86344668,1.797700008
1875.390625,38.8955504,1.745688269
1873.925781,37.10247095,1.696642827
1872.460938,35.368247,1.647982699
1870.996094,33.67787181,1.599942332
1869.53125,32.25826723,1.563065788
1868.066406,31.48879358,1.552573356
1866.601563,31.09807862,1.557654923
1865.136719,30.73363988,1.563811866
1863.671875,30.40549025,1.571744323
1862.207031,30.09514747,1.576448928
1860.742188,29.80622534,1.588056335
1859.277344,29.48385727,1.587087742
1857.8125,29.14367015,1.590397686
1856.347656,28.79242226,1.591474312
1854.882813,28.46104974,1.594111647
1853.417969,28.13774863,1.604353806
1851.953125,27.84698416,1.601785036
1850.488281,27.55621969,1.599216267
1849.023438,27.34936214,1.605089947
1847.558594,27.25059723,1.615859835
1846.09375,27.20234343,1.628683869
1844.628906,27.15961904,1.641155338
1843.164063,27.150979,1.655167793
1841.699219,27.14908383,1.669249587
1840.234375,27.14662319,1.683663487
1838.769531,27.11720671,1.695544335
1837.304688,27.00812877,1.703252037
1835.839844,26.89953486,1.709528152
1834.375,27.1842487,1.716726209
1832.910156,26.7640991,1.723297505
1831.445313,26.7024183,1.728853703
1829.980469,26.68701087,1.733879631
1828.515625,26.72600443,1.740825836
1827.050781,26.83646095,1.749570144
1825.585938,26.97114596,1.756741282
1824.121094,27.12888003,1.763294225
1822.65625,27.27241341,1.76925217
1821.191406,27.41317776,1.773450538
1819.726563,27.5417599,1.776464857
1818.261719,27.55340057,1.77291143
1816.796875,27.50894025,1.764009569
1815.332031,27.48189846,1.754128307
1813.867188,27.44681633,1.742690592
1812.402344,27.43603569,1.730786784
1810.9375,27.41042427,1.716835056
1809.472656,27.40709811,1.703148799
1808.007813,27.47561382,1.694351593
1806.542969,27.56539485,1.68558447
1805.078125,27.64019654,1.676241587
1803.613281,27.70374859,1.666134487
1802.148438,27.74993491,1.654800417
1800.683594,27.77753739,1.642948165
1799.21875,27.76222809,1.629841583
1797.753906,27.71870725,1.615524696
1796.289063,27.66276424,1.600579876
1794.824219,27.60930106,1.586999786
1793.359375,27.53167251,1.573149334
1791.894531,27.46495959,1.561081526
1790.429688,27.38720064,1.548431015
1788.964844,27.33168464,1.537173886
1787.5,25.65635704,1.540141783
1786.035156,25.53412443,1.532349345
1784.570313,25.52666821,1.524705376
1783.105469,25.54319979,1.518593614
1781.640625,25.56546606,1.512838672
1780.175781,25.68250071,1.505855059
1778.710938,25.67037548,1.506160192
1777.246094,25.74110736,1.505278864
1775.78125,25.81300595,1.505724112
1774.316406,25.92140788,1.507060946
1772.851563,26.01525815,1.508176329
1771.386719,26.11356573,1.509330531
1769.921875,26.22884269,1.51138816
1768.457031,26.30852813,1.512075204
1766.992188,26.34746837,1.511132564
1765.527344,26.36240305,1.510180764
1764.0625,26.30759044,1.508274543
1762.597656,26.26684261,1.505657705
1761.132813,26.2236879,1.502437926
1759.667969,26.19633121,1.498703329
1758.203125,26.15920066,1.494455196
1756.738281,26.17157167,1.491343959
1755.273438,26.12804787,1.48704703
1753.808594,26.07846292,1.482313866
1752.34375,26.04160744,1.478120248
1750.878906,25.99575157,1.4722027
1749.414063,25.95283237,1.466939246
1747.949219,25.93941936,1.461668264
1746.484375,25.96768567,1.454884438
1745.019531,25.98951134,1.452864679
1743.554688,26.04351071,1.448386762
1742.089844,26.16271959,1.446555385
1740.625,26.29274249,1.44568931
1739.160156,26.36831952,1.445435638
1737.695313,26.5297747,1.446007365
1736.230469,26.81943136,1.447399816
1734.765625,27.21568883,1.447555582
1733.300781,27.6681544,1.452862988
