700	27.3	1.9910236141207	13.7115400371866
800	27.3	1.9910236141207	13.7115400371866
900	27.3	1.9910236141207	13.7115400371866
1000	27.3	1.9910236141207	13.7115400371866
1100	27.3	1.9910236141207	13.7115400371866
1200	27.3	1.9910236141207	13.7115400371866
1300	27.3	1.9910236141207	13.7115400371866
1400	27.3	1.9910236141207	13.7115400371866
1500	27.3	1.9910236141207	13.7115400371866
1600	27.3	1.9910236141207	13.7115400371866
1700	27.3	1.9910236141207	13.7115400371866
1800	27.3	1.9910236141207	13.7115400371866
1900	27.3	1.9910236141207	13.7115400371866
2000	27.3	1.9910236141207	13.7115400371866
2100	27.3	1.9910236141207	13.7115400371866
2200	27.3	1.9910236141207	13.7115400371866
2300	27.3	1.9910236141207	13.7115400371866
2400	27.3	1.9910236141207	13.7115400371866
2500	27.3	1.9910236141207	13.7115400371866
2600	27.3	1.9910236141207	13.7115400371866
2700	27.3	1.9910236141207	13.7115400371866
2800	27.3	1.9910236141207	13.7115400371866
2900	27.3	1.95039047913865	13.9971971212947
3000	27.3	1.90975734415659	14.2950098260031
3100	27.3	1.86912420917454	14.605770909177
3200	27.3	1.82849107419248	14.9303435960477
3300	27.3	1.78785793921043	15.2696695868669
3400	27.3	1.74722480422837	15.6247781819103
3500	27.3	1.70659166924632	15.996796710051
3600	27.3	1.66595853426426	16.3869624834669
3700	27.3	1.62532539928221	16.7966365455536
3800	27.3	1.58469226430015	17.2273195339011
3900	27.3	1.5440591293181	17.6806700479511
4000	27.3	1.50342599433604	18.1585259951931
4100	27.3	1.46279285935399	18.6629294950595
4200	27.3	1.42215972437193	19.1961560520613
